
"id","comment","annotation"
"2158","এদের কেন ছেড়ে দেয়া হলো পরিষ্কার নয়","negative"
"2159","বেশী Question করা যাবে না ভাই","ambiguous"
"2160","বাংলাদেশের খবর আছে","negative"
"2161","স্যারকে কখনো কারো সাথে রাগ করতে দেখি নাই","neutral"
"2162","সাকিব ও মুশফিক দেশের সবচেয়ে পরীক্ষিত ব্যাটস ম্যান","positive"
"2163","কয়েকজন প্রার্থীর বক্তব্যেই সেনা মোতায়েনের গুরুত্ব বোঝা যায়","positive"
"2164","হা","ambiguous"
"2165","আজিজ- রকীবদের দোষ দিয়ে লাভ কি ?","ambiguous"
"2166","যে দেশে সাধীন ভাবে চলা যায়ে","positive"
"2167","কেয়ারটেকার সরকার প্রথা 'ঘোলা' করার জন্য বিএনপিই দায়ী","negative"
"2168","সাবধান","negative"
"2169","অন্য দেশের নাগরিকেরা বাংলাদেশের পতাকা নিয়ে ঢুকতে পারবে কিনা সেটাতো কিছু বললো না","ambiguous"
"2170","পেলে 'বিশ্বকাপের রাজা'!!! কে বলেছে???","ambiguous"
"2171","মুমিনুলকে দিয়ে কি ওপেন করানো যায় না?","neutral"
"2172","এই জন্য ব্যবসায়ী ভাইরা ধর্মঘটের ডাক দিয়েছেন............????","ambiguous"
"2173","উনার আত্মার শান্তি কামনা করি","positive"
"2174","আশ্বিনের বক্তব্যে আমি কোনো নিরপেক্ষতা খুজে পেলাম না","negative"
"2175","আর প্রশাসন তো সুধু টাকাই চেনে","negative"
"2176","এবং মিসবাহ","neutral"
"2177","জঙ্গি","ambiguous"
"2178","কিছুক্ষনের মধ্যে সব উইকেত হারাবে","negative"
"2179","সারা জীবন শেখ মুজিবুর রহমানের বিরোধীতা করে এখন তার জন্য এত মায়া কেন জাসদের...??","negative"
"2180","বি এন পি মার খেতে খেতে কোমর ভেঙ্গে গেছে এটাই সত্য","negative"
"2181","বিম্পি হয়তো ভাবছে মানুষ পুড়ে মরা থেকে বাঁচতে ভয়ে তাদের ভোট দিবে","ambiguous"
"2182","শুভ কামনা রইল","positive"
"2183","হরতাল, অবরোধ যদি রাজনৈতিক অধিকার হয়ে থাকে, শিক্ষা প্রতিষ্ঠানে পাঠ করা কিংবা পাঠ দান এর কোন অধিকার কি আমাদের নাই?","ambiguous"
"2184","সাকিব কবে ভালো খেলবে ? '০' আর '১' আর কদিন ?","negative"
"2185","মুখ ঢাকতেই হবে এমন কোন বিধান কিন্তু ইসলামে নাই","neutral"
"2186","তার পরও ৫জানুয়ারী ২০১৪ নির্বাচনের চাইতে ভাল নির্বাচন হচ্চে","positive"
"2187","একই নাটক বারবার","neutral"
"2188","সব ভন্ডামি মানুষ বুঝে, তাই তো এদের বিকল্প মার্কা খুজে","negative"
"2189","একটা দল কখনও চ্যাম্পিয়নই হয় নাই... আরেকটা ২৪ বছর পর সেমিতে আসছে এদের নিয়া কি বলার আছে","negative"
"2190","এতদিন সংবিধান সংবিধান করে মুখে ফেনা তুলতে ছিলেন","ambiguous"
"2191","দেড় কোটি মানুষরূপী সুনাম অজর্ন করবে","positive"
